,Tweets,User,User_location,fav_count,rt_count,tweet_date
1662,"#IndiaFightsCorona:

#COVID19 India UPDATE:

8,380 new Cases registered today in #india 
Highest spike in a single… https://t.co/r8FEQuSIAK",Naresh ????,"Anantapur, India",0,0,2020-05-31 05:03:55
1663,"RT @CISFHQrs: #IndiaFightsCorona

Team #CISF ensuring ration &amp; other essential commodities reaches underprivileged section.
#CISF personnel…",Sanket Parmar,"Gujarat, India",0,21,2020-05-31 05:03:49
1664,"RT @COVIDNewsByMIB: #CoronaVirusUpdates: 

#COVID19 India Tracker
(As on 31 May, 2020, 08:00 AM)

?? Confirmed cases: 182,143
?? Active cas…",Yash,"Begusarai, India",0,92,2020-05-31 05:03:48
1665,"#CoronaVirusUpdates: 

#COVID19 India Tracker
(As on 31 May, 2020, 08:00 AM)

?? Confirmed cases: 182,143
?? Active… https://t.co/zToCC96QXB",Moksh,???? ????,0,0,2020-05-31 05:03:35
1666,"RT @COVIDNewsByMIB: #CoronaVirusUpdates: 

#COVID19 India Tracker
(As on 31 May, 2020, 08:00 AM)

?? Confirmed cases: 182,143
?? Active cas…",Sudeer,Vizag-Andhra Pradesh-India,0,92,2020-05-31 05:03:18
1667,"LOCKDOWN 5.0 turned out to be UNLOCK 1.0 | Kya ECONOMY Badhegi ? Key Highlights ? Stay Safe??

??LIKE AND COMMENT??… https://t.co/xxIdTn7Nny",Discover Study with Preeti Bora,Delhi,0,0,2020-05-31 05:03:11
1668,"RT @saieemanjrekarr: Thank you @BeingSalmanKhan for providing 1Lakh Hand Sanitizers to  @MumbaiPolice 

#WarAgainstVirus #IndiaFightsCorona…",mehran7,.,0,140,2020-05-31 05:02:46
1669,"Dr Smruti Ranjan Das, PO NSS open unit, North Orissa University Sanitized inside the University campus.… https://t.co/3bziForfEr",NSS RD Bhubaneswar,,0,0,2020-05-31 05:02:30
1670,RT @surnell: #IndiaFightsCorona India should withdraw @drharshvardhan ji from the @who position. Should have nothing to do with them after…,Saritha mullakur,,0,29,2020-05-31 05:01:59
1671,RT @surnell: #IndiaFightsCorona India should withdraw @drharshvardhan ji from the @who position. Should have nothing to do with them after…,Venkateswarlu P????,"Hyderabad, India",0,29,2020-05-31 05:01:50
1672,RT @taran_adarsh: #Update: #VarunDhawan contributes to daily wage workers of the entertainment industry [#FWICE]... #AshokePandit took to #…,????Suhas Bhandary??,"Mangalore, India",0,178,2020-05-31 05:01:35
1673,RT @mitikerang: @janpahal @sndeep @IndiaWpc @DAperspectives @sushantsmiley @mashkooralig @jaseemhaider @adyanfoundation @MeerFoundation @Bo…,wpc_india,"New Delhi, India",0,1,2020-05-31 05:01:23
1674,"RT @CISFHQrs: #IndiaFightsCorona
#CoronaWarriors 

#CISF Unit RTPP Purulia distributed dry ration to needy families of Kewapathan , Bhaldub…",Dharmesh Patel,Btd,0,14,2020-05-31 05:01:10
1675,RT @Omkar_Raii: Indian #IT industry has brought brought many laurels for the nation &amp; today it stands resilient to #COVID19 crisis by ensur…,ARUN KUMAR UMADIKAR,HUBLI KARNATAKA INDIA,0,458,2020-05-31 05:01:06
1676,"RT @CISFHQrs: #IndiaFightsCorona
#CoronaWarriors 
#CISF fire wing personnel of FSTPP Farakka, Murshidabad (West Bengal)  carried out saniti…",Dharmesh Patel,Btd,0,16,2020-05-31 05:01:04
1677,"RT @CISFHQrs: #IndiaFightsCorona

#CISF is always there to help the citizens of the country in need.
#CISF personnel of 8th Res. Bn. Jaipur…",Dharmesh Patel,Btd,0,17,2020-05-31 05:01:00
1678,RT @surnell: #IndiaFightsCorona India should withdraw @drharshvardhan ji from the @who position. Should have nothing to do with them after…,S.Ranganathan,Madras/ Bangalore,0,29,2020-05-31 05:00:55
1679,RT @surnell: #IndiaFightsCorona India should withdraw @drharshvardhan ji from the @who position. Should have nothing to do with them after…,AnandM,,0,29,2020-05-31 05:00:50
1680,"RT @CISFHQrs: #IndiaFightsCorona

Team #CISF ensuring ration &amp; other essential commodities reaches underprivileged section.
#CISF personnel…",Dharmesh Patel,Btd,0,21,2020-05-31 05:00:43
1681,"RT @COVIDNewsByMIB: #CoronaVirusUpdates: 

#COVID19 India Tracker
(As on 31 May, 2020, 08:00 AM)

?? Confirmed cases: 182,143
?? Active cas…",Nivylovesmarkachu,,0,92,2020-05-31 05:00:42
1682,RT @saieemanjrekarr: Mask with a T-shirt ?? @RonitBoseRoy #IndiaFightsCorona https://t.co/bNRqYKP8OA,Meenal Salman Khan,India,0,21,2020-05-31 05:00:37
1683,"RT @vee2602: As lockdown eases...be more vigilant stepping out...masks, social distancing &amp; washing hands. Never forget. #pune #punefightsc…",Pune News & Retweets | ?? | ?? | ???? | ??,"Pune, Maharashtra, India",0,1,2020-05-31 05:00:31
1684,RT @BeingSalmanKhan: Thank u ?? @CMOMaharashtra @Iamrahulkanal @MumbaiPolice  #IndiaFightsCorona,Mohsinsheikh,,0,4011,2020-05-31 04:59:52
1685,"RT @COVIDNewsByMIB: #CoronaVirusUpdates: 

#COVID19 India Tracker
(As on 31 May, 2020, 08:00 AM)

?? Confirmed cases: 182,143
?? Active cas…",Rahulshukl,"Maharashtra, India",0,92,2020-05-31 04:59:51
1686,"RT @PIBShillong: #IndiaFightsCorona:

#COVID19 India UPDATE:

?? Total Cases - 182143
?? Active Cases - 89995
?? Cured/Discharged- 86983
??…",PRO Defence Palam,"New Delhi, India",0,4,2020-05-31 04:59:36
1687,"As lockdown eases...be more vigilant stepping out...masks, social distancing &amp; washing hands. Never forget. #pune… https://t.co/LZ9XFGuPHv",Vidya,"Pune,India",1,1,2020-05-31 04:59:34
1688,"RT @COVIDNewsByMIB: #IndiaFightsCorona:

Next phase of Operation #SamudraSetu to repatriate Indian citizens from overseas will commence tom…",PRO Defence Palam,"New Delhi, India",0,26,2020-05-31 04:59:18
1689,"RT @SRKCHENNAIFC: Following our idol @iamsrk's noble work for our country in this #Covid19 fight, here’s our little contributions to @MeerF…",Raazi? SRK,"Jalgaon, India",0,90,2020-05-31 04:59:17
1690,@rahulkanwal WE need BCG means Boycott Chinese Goods. Like we need a BCG vaccine to safeguard ourselves.… https://t.co/2qMQgQmeUI,Sukhvinder,,0,0,2020-05-31 04:59:16
1691,RT @surnell: #IndiaFightsCorona India should withdraw @drharshvardhan ji from the @who position. Should have nothing to do with them after…,???????????? ????????? ????????? Ramamurthy,Chennai,0,29,2020-05-31 04:59:07
1692,"RT @IamKushwahaR: Today on #WorldNoTobaccoDay, let's all pledge not to consume tobacco products. Tobacco consumption can cause deadly disea…",Khanne Vala,khanna,0,1,2020-05-31 04:59:00
1693,"RT @COVIDNewsByMIB: #CoronaVirusUpdates: 

#COVID19 India Tracker
(As on 31 May, 2020, 08:00 AM)

?? Confirmed cases: 182,143
?? Active cas…",Dharmesh Patel,Btd,0,92,2020-05-31 04:58:50
1694,"RT @PIB_India: #Coronavirus doesn't discriminate, why should we?

Listen to veteran actor @SrBachchan, Do not let the patients recovering f…",Santosh K Mishra,"Rosera,samastipur & Vadodara ",0,78,2020-05-31 04:58:44
1695,#IndiaFightsCorona India should withdraw @drharshvardhan ji from the @who position. Should have nothing to do with… https://t.co/0WbVIRFcN7,Suresh N,"Bengaluru, India",72,29,2020-05-31 04:58:24
1696,"During these days of the testing period,we made sure that @CoDamodar,walked the extra mile and supplied tea powder… https://t.co/sqsf3hDeXe",Damodar Shivram & Co.,,0,0,2020-05-31 04:58:13
1697,"RT @COVIDNewsByMIB: #CoronaVirusUpdates: 

#COVID19 India Tracker
(As on 31 May, 2020, 08:00 AM)

?? Confirmed cases: 182,143
?? Active cas…",Vidhi Rawal (Rajput ),,0,92,2020-05-31 04:58:12
1698,"Today on #WorldNoTobaccoDay, let's all pledge not to consume tobacco products. Tobacco consumption can cause deadly… https://t.co/SPYwjy3CPC",Kushwaha Raushan ????,"Madhubani, India",0,1,2020-05-31 04:58:00
1699,"RT @COVIDNewsByMIB: #CoronaVirusUpdates: 

#COVID19 India Tracker
(As on 31 May, 2020, 08:00 AM)

?? Confirmed cases: 182,143
?? Active cas…",Anuj Sharma,"Jogeshwari East, Mumbai",0,92,2020-05-31 04:57:53
1700,"RT @Dhanashreepal1: Received Certification from AYUSH Ministry??
Adapting the Ayurveda Life and distributing the premium products marked by…",Ayurveda For Life,,0,1,2020-05-31 04:57:53
1701,"Received Certification from AYUSH Ministry??
Adapting the Ayurveda Life and distributing the premium products marked… https://t.co/QBDbyjLQtk",DhAnAshRee PaL,Mumbai ,1,1,2020-05-31 04:57:45
1702,RT @Yogeshsagar09: Entire Charkop Police Station was sprayed with disinfectants today as a part of the ongoing sanitisation drive. A small…,Jaydeep Parkhi,"Pune, India",0,12,2020-05-31 04:57:24
1703,"RT @COVIDNewsByMIB: #CoronaVirusUpdates: 

#COVID19 India Tracker
(As on 31 May, 2020, 08:00 AM)

?? Confirmed cases: 182,143
?? Active cas…",PIB in Manipur,"Manipur, India",0,92,2020-05-31 04:57:17
1704,RT @PBNS_India: West Bengal Government decides to extend the #lockdown till 15th of June with further relaxations. These relaxations are be…,Sridevi Rao Ph.D,"Hyderabad, Telangana",0,4,2020-05-31 04:56:50
1705,"#IndiaFightsCorona
#COVID19 India UPDATE:

1. Total Cases - 182143
2. Cases - 89995
3. Cured/Discharged- 86983
4. D… https://t.co/OpXdcZvwBI",PIB in Tripura,"Agartala, India",1,0,2020-05-31 04:56:42
1706,"RT @COVIDNewsByMIB: #CoronaVirusUpdates: 

#COVID19 India Tracker
(As on 31 May, 2020, 08:00 AM)

?? Confirmed cases: 182,143
?? Active cas…",avro ???? ??,"Paschim Banga, India",0,92,2020-05-31 04:56:37
1707,"RT @indiannavy: Op #SamudraSetu
#INSJalashwa sails out for next Phase of Operation #SamudraSetu.
Will first repatriate Indian citizens from…",Nikku Yadav,"Raipur , Chhattisgarh, India",0,36,2020-05-31 04:56:37
1708,Beat the heat#sundayshopping #sundayfunday #shoppingquotes #workhard #shopharder #kidswear #menswear #girlswear… https://t.co/ZggYcLLIvh,ABHISHEK DALMIA,kanpur,0,0,2020-05-31 04:56:36
1709,"RT @DDNewslive: Passengers arrive to check in for Doha-Ahmedabad flight
@IndEmbDoha 
#VandeBharatMission
#IndiaFightsCorona https://t.co/Vt…",paragnakum,,0,11,2020-05-31 04:56:30
1710,"RT @PIBImphal: #IndiaFightsCorona 
MHA issues new guidelines to fight COVID-19.

Strict enforcement of lockdown in Containment Zones, which…",anthony thokchom,"Manipur, India",0,2,2020-05-31 04:56:17
1711,"RT @COVIDNewsByMIB: ??#CoronaVirusUpdates:

??India has been witnessing a steady improvement in #COVID19 Recovery Rate, ever since the #lockd…",CommonSense...??????,"Tamil Nadu, India",0,65,2020-05-31 04:56:11
1712,"#IndiaFightsCorona: 

??Important guidelines for Bus/Cab drivers to contain the spread of #COVID19.… https://t.co/jiFWfcu6wr",Rajbir Singh,,0,0,2020-05-31 04:56:08
1713,"RT @COVIDNewsByMIB: #CoronaVirusUpdates: 

#COVID19 India Tracker
(As on 31 May, 2020, 08:00 AM)

?? Confirmed cases: 182,143
?? Active cas…",Rajnish Tripathi ???,???? ??? ???? ?? ?? ,0,92,2020-05-31 04:55:44
1714,"RT @ROBJammuKashmir: #IndiaFightsCorona:

#COVID19 India UPDATE:

??Total Cases - 182143
??Active Cases - 89995
??Cured/Discharged- 86983…","Field Outreach Bureau,Anantnag(J&K)","Srinagar,J&K",0,2,2020-05-31 04:55:14
1715,"RT @ShelarAshish: #Day68 Seated ?????????? twists fire up the digestive system to get things moving as well as stretch the back, shoulders &amp;…",Jaydeep Parkhi,"Pune, India",0,14,2020-05-31 04:55:05
1716,"RT @ROBJammuKashmir: #IndiaFightsCorona:

@DGCAIndia
 says the suspension of scheduled international commercial passenger flights will cont…","Field Outreach Bureau,Anantnag(J&K)","Srinagar,J&K",0,3,2020-05-31 04:54:59
1717,"RT @PIBBhopal: #CoronaVirusUpdates: 

#COVID19 India Tracker
(As on 31 May, 2020, 08:00 AM)

??Confirmed cases: 182,143
??Active cases: 89,…",M.Q. Aashish Senior ???????? 5 ??? ???? ????? ????,India,0,2,2020-05-31 04:54:57
1718,"RT @stpiindia: #Startups can avert the challenges &amp; warrant resiliency by managing competition, effectively executing the strategy, bringin…",Jayateerth R Joshi,"Bengaluru, India",0,142,2020-05-31 04:54:57
1719,"RT @stpiindia: Using emerging tech-based apps to solve complex problems, especially during a crisis like #COVID19 is now a life-saving oppo…",Jayateerth R Joshi,"Bengaluru, India",0,120,2020-05-31 04:54:56
1720,"RT @FOBUdhampur: Advisory on re-processing and re-use of eye-protection (Goggles)
#IndiaFightsCorona 
@MoHFW_INDIA https://t.co/UoqxRHMoFj","Field Outreach Bureau,Anantnag(J&K)","Srinagar,J&K",0,3,2020-05-31 04:54:56
1721,RT @stpiindia: Kudos to all #ESDM companies are not only donating to the govt. but also rethinking their market to meet the challenges pose…,Jayateerth R Joshi,"Bengaluru, India",0,133,2020-05-31 04:54:55
1722,RT @stpiindia: Intelligent #HMS provided by BPO companies is the need of the hour &amp;an important tool in fighting pandemics like #COVID19.He…,Jayateerth R Joshi,"Bengaluru, India",0,131,2020-05-31 04:54:55
1723,"RT @timesofindia: Highest spike of 8,380 new #COVID19 cases in the last 24 hours in India, 193 deaths reported. 

#IndiaFightsCorona #Coron…",viral mehta,"Mumbai, India",0,14,2020-05-31 04:54:48
1724,"RT @CISFHQrs: #IndiaFightsCorona
#CoronaWarriors 
#CISF fire wing personnel of FSTPP Farakka, Murshidabad (West Bengal)  carried out saniti…",Ardinam Tyagi,"Gurgaon,  Baghpat India",0,16,2020-05-31 04:54:37
1725,RT @Omkar_Raii: Indian #IT industry has brought brought many laurels for the nation &amp; today it stands resilient to #COVID19 crisis by ensur…,Ankesh Kumar ,"New Delhi,???? ",0,458,2020-05-31 04:54:37
1726,RT @Omkar_Raii: Indian #IT industry has brought brought many laurels for the nation &amp; today it stands resilient to #COVID19 crisis by ensur…,Jayateerth R Joshi,"Bengaluru, India",0,458,2020-05-31 04:54:36
1727,"RT @CISFHQrs: #IndiaFightsCorona
#CoronaWarriors 
#CISF fire wing personnel of FSTPP Farakka, Murshidabad (West Bengal)  carried out saniti…",Abhimanyu kr singh,"Greater Noida, India",0,16,2020-05-31 04:54:32
1728,"RT @ShelarAshish: #Day68 Seated ?????????? twists fire up the digestive system to get things moving as well as stretch the back, shoulders &amp;…",Yogesh Gogawale,"Pune, India",0,14,2020-05-31 04:54:29
1729,"RT @COVIDNewsByMIB: #CoronaVirusUpdates: 

#COVID19 India Tracker
(As on 31 May, 2020, 08:00 AM)

?? Confirmed cases: 182,143
?? Active cas…",Raichel Matthai,Kerala,0,92,2020-05-31 04:54:08
1730,"RT @timesofindia: If you are missing the TOI's print edition in the lockdown, click here to read the TOI epaper and your city edition ??

ht…",viral mehta,"Mumbai, India",0,9,2020-05-31 04:53:49
1731,"RT @PIB_India: #Coronavirus doesn't discriminate, why should we?

Listen to veteran actor @SrBachchan, Do not let the patients recovering f…",Mehboob,"West Bengal, India",0,78,2020-05-31 04:53:48
1732,"RT @BeingSalmanKhan: Emotionally pass raho aur physically duurr raho na
#PyaarKarona, audio out now!

https://t.co/kxQsLnmjrz

@SajidMusicK…",yahyapatel,,0,6182,2020-05-31 04:53:33
1733,"RT @BeingSalmanKhan: So I’m posting from my handle to let you know that tmmrw on my YouTube channel, mine kya? It’s ours! Song out tmrw on…",yahyapatel,,0,7195,2020-05-31 04:53:30
1734,RT @theicai: Postponement of Special Examination for Members of Institutions with whom ICAI had entered into Mutual Recognition Agreement (…,Shivani Sharma,"New Delhi, India",0,53,2020-05-31 04:53:07
1735,"RT @CISFHQrs: #IndiaFightsCorona

Team #CISF ensuring ration &amp; other essential commodities reaches underprivileged section.
#CISF personnel…",Beingshabzz,"New Delhi, India",0,21,2020-05-31 04:52:57
1736,"RT @DC_Faridabad: ??Important guidelines for Bus/Cab drivers to contain the spread of #COVID19. 

#StaySafeStayHealthy #IndiaFightsCorona ht…",Yogesh Ratra,"Faridabad, India",0,6,2020-05-31 04:52:54
1737,"RT @COVIDNewsByMIB: #CoronaVirusUpdates: 

#COVID19 India Tracker
(As on 31 May, 2020, 08:00 AM)

?? Confirmed cases: 182,143
?? Active cas…",PS,,0,92,2020-05-31 04:52:54
1738,"RT @airnewsalerts: The recovery rate of the #COVID19 patients has increased to 66.60% in Rajasthan. 

#IndiaFightsCorona https://t.co/mo8A0…",Krish Kannan????,"Chennai, India",0,13,2020-05-31 04:52:48
1739,"RT @COVIDNewsByMIB: #IndiaFightsCorona:

@DGCAIndia says the suspension of scheduled international commercial passenger flights will contin…",AIR BAREILLY,"Bareilly, India",0,36,2020-05-31 04:52:35
1740,"RT @COVIDNewsByMIB: #CoronaVirusUpdates: 

#COVID19 India Tracker
(As on 31 May, 2020, 08:00 AM)

?? Confirmed cases: 182,143
?? Active cas…",Varun Ganesh Manay,Bangalore,0,92,2020-05-31 04:52:34
1741,"RT @narendramodi: Many people are highlighting different aspects of how India is combating COVID-19. 

This is certainly boosting the moral…",Sahil Mehta,,0,8715,2020-05-31 04:52:28
1742,"RT @COVIDNewsByMIB: #IndiaFightsCorona:

@DGCAIndia says the suspension of scheduled international commercial passenger flights will contin…",???????????????? ?????????? ????,India,0,36,2020-05-31 04:52:20
1743,"#CoronaVirusUpdates: 

#COVID19 India Tracker
(As on 31 May, 2020, 08:00 AM)

??Confirmed cases: 182,143
??Active c… https://t.co/spUwlTQl4S",PIB in MP,"Bhopal, India",3,2,2020-05-31 04:52:17
1744,"RT @PIBShillong: #IndiaFightsCorona:

#COVID19 India UPDATE:

?? Total Cases - 182143
?? Active Cases - 89995
?? Cured/Discharged- 86983
??…",Defence PRO Shillong,"Shillong, India",0,4,2020-05-31 04:51:44
1745,RT @BeingSalmanKhan: Thank u ?? @CMOMaharashtra @Iamrahulkanal @MumbaiPolice  #IndiaFightsCorona,R@hul_Aglawe,Pune,0,4012,2020-05-31 04:51:40
1746,"Be aware!Stop Smoking??!Or It will kill you!!??.
@imamsnup @WHO @drharshvardhan @IMAIndiaOrg @IMA_MSNIndia… https://t.co/bVMFN71TaV",Indian Medical Association-MSN (U.P. State),"IMA house, Varanasi, U. P.",2,2,2020-05-31 04:51:37
1747,"RT @COVIDNewsByMIB: #CoronaVirusUpdates: 

#COVID19 India Tracker
(As on 31 May, 2020, 08:00 AM)

?? Confirmed cases: 182,143
?? Active cas…",SAI Tarimela,India,0,92,2020-05-31 04:51:22
1748,Say no to tobacco. Stay healthy. #StaySafe #GoaFightsCOVID19 #IndiaFightsCorona #Covid_19 #worldantitobaccoday https://t.co/IN4Ht4JdTb,Field Outreach Bureau - Goa,"Panaji, Goa",0,0,2020-05-31 04:51:19
1749,@Sowmyareddyr Distributed 590 #rationkits and personally interacted with the needy people at Meerambika Ground in S… https://t.co/5DnBH0Py3U,INC Bangalore South,,0,0,2020-05-31 04:51:14
1750,"RT @BOC_MIB: #IndiaFightsCorona:

#COVID19 India UPDATE:

??Total Cases - 182143
??Active Cases - 89995
??Cured/Discharged- 86983
??Deaths…",FOB Chhatarpur (MP),"Chhatarpur, India",0,11,2020-05-31 04:51:11
1751,"RT @FOBAnantnag: #CoronaVirusUpdates: 

#COVID19 India Tracker
(As on 31 May, 2020, 08:00 AM)

??Confirmed cases:182,143
??Active cases:89,…","Regional Outreach Bureau, J&K",Jammu And Kashmir,0,3,2020-05-31 04:51:06
1752,"RT @COVIDNewsByMIB: #IndiaFightsCorona:

#COVID19 India UPDATE:

?? Total Cases - 182143
??Active Cases - 89995
??Cured/Discharged- 86983…",jitendra kumar singh,"Dhanbad, India",0,48,2020-05-31 04:51:03
1753,"#CoronaVirusUpdates: 

#COVID19 India Tracker
(As on 31 May, 2020, 08:00 AM)

??Confirmed cases:182,143
??Active ca… https://t.co/adaEwiouNy","Field Outreach Bureau,Anantnag(J&K)","Srinagar,J&K",3,3,2020-05-31 04:51:00
1754,"RT @CISFHQrs: #IndiaFightsCorona

Team #CISF ensuring ration &amp; other essential commodities reaches underprivileged section.
#CISF personnel…",Abhimanyu kr singh,"Greater Noida, India",0,21,2020-05-31 04:50:36
1755,"RT @ShelarAshish: #Day68 Seated ?????????? twists fire up the digestive system to get things moving as well as stretch the back, shoulders &amp;…",Gaurav Awasthi ????,"Mumbai, India",0,14,2020-05-31 04:50:31
1756,"RT @COVIDNewsByMIB: #CoronaVirusUpdates: 

#COVID19 India Tracker
(As on 31 May, 2020, 08:00 AM)

?? Confirmed cases: 182,143
?? Active cas…",Anish Chaurasiya,"Lucknow, India",0,92,2020-05-31 04:50:28
1757,"RT @COVIDNewsByMIB: #CoronaVirusUpdates: 

#COVID19 India Tracker
(As on 31 May, 2020, 08:00 AM)

?? Confirmed cases: 182,143
?? Active cas…",Swadhin,,0,92,2020-05-31 04:50:22
1758,"RT @COVIDNewsByMIB: #CoronaVirusUpdates: 

#COVID19 India Tracker
(As on 31 May, 2020, 08:00 AM)

?? Confirmed cases: 182,143
?? Active cas…",John,,0,92,2020-05-31 04:50:16
1759,RT @Sowmyareddyr: Distributed 590 #rationkits and personally interacted with the needy people at Meerambika Ground in Shakambari Nagar Ward…,Keerthi Ganesh,"Hosur, India",0,5,2020-05-31 04:50:15
1760,Feeling stressed during this Lockdown? Watch this video to know how you can cope up with stress at home.… https://t.co/wjhUqXP5yZ,"Regional Outreach Bureau, Hyderabad","hyderabad,Tealangana",0,0,2020-05-31 04:50:14
1761,"RT @airnewsalerts: The recovery rate of the #COVID19 patients has increased to 66.60% in Rajasthan. 

#IndiaFightsCorona https://t.co/mo8A0…",FM 103.7 MHz Air Nagaur,"Nagaur, India",0,13,2020-05-31 04:50:13
1762,"RT @COVIDNewsByMIB: ??#Lockdown5:

??Highlights of guidelines issued by @HMOIndia for phased re-opening of activities outside containment zon…",Aniket Jadhav,,0,70,2020-05-31 04:50:08
1763,@janpahal @sndeep @IndiaWpc @DAperspectives @sushantsmiley @mashkooralig @jaseemhaider @adyanfoundation… https://t.co/i84uNNW1Tn,Mitti Ke Rang,"Pune, India",2,1,2020-05-31 04:50:08
1764,"RT @saieemanjrekarr: Thank you @BeingSalmanKhan for providing 1Lakh Hand Sanitizers to  @MumbaiPolice 

#WarAgainstVirus #IndiaFightsCorona…",Hassan Owais,"Punjab, Pakistan",0,140,2020-05-31 04:50:07
1765,"RT @COVIDNewsByMIB: #CoronaVirusUpdates: 

#COVID19 India Tracker
(As on 31 May, 2020, 08:00 AM)

?? Confirmed cases: 182,143
?? Active cas…",jitendra kumar singh,"Dhanbad, India",0,92,2020-05-31 04:50:07
1766,"RT @COVIDNewsByMIB: ??#Lockdown5:

??Highlights of guidelines issued by @HMOIndia for phased re-opening of activities outside containment zon…",Aniket Jadhav,,0,22,2020-05-31 04:50:05
1767,RT @Sowmyareddyr: Distributed 590 #rationkits and personally interacted with the needy people at Meerambika Ground in Shakambari Nagar Ward…,Turlapati Sarma,"Hyderabad, India",0,5,2020-05-31 04:49:41
1768,"RT @PIBJaipur: #IndiaFightsCorona:

#COVID19 India UPDATE:

?? Total Cases - 182143
??Active Cases - 89995
??Cured/Discharged- 86983
??Deat…",FM 103.7 MHz Air Nagaur,"Nagaur, India",0,2,2020-05-31 04:49:37
1769,"RT @COVIDNewsByMIB: #CoronaVirusUpdates: 

#COVID19 India Tracker
(As on 31 May, 2020, 08:00 AM)

?? Confirmed cases: 182,143
?? Active cas…",Vineet Vats Tyagi,Delhi-Ghaziabad-Meerut,0,92,2020-05-31 04:49:33
1770,"#the_samaja_odia_daily
#IndiaFightsCorona 
@RailMinIndia 
@eastcoastrail 
Thank you for taking action
#PPEkit for r… https://t.co/ud1XH0pGBA",Kalyan swain,"Bhubaneswar, odisha",1,0,2020-05-31 04:49:31
1771,"RT @COVIDNewsByMIB: #IndiaFightsCorona:

#COVID19 India UPDATE:

?? Total Cases - 182143
??Active Cases - 89995
??Cured/Discharged- 86983…",indiaportal,New Delhi,0,48,2020-05-31 04:49:29
1772,"RT @RushabhMehta04: Most negative word of #2020 is #Positive
#COVID__19 #IndiaFightsCorona 
#coronavirus",Shree Nandan Courier,"Talaja, India",0,1,2020-05-31 04:49:28
1773,"RT @COVIDNewsByMIB: #CoronaVirusUpdates: 

#COVID19 India Tracker
(As on 31 May, 2020, 08:00 AM)

?? Confirmed cases: 182,143
?? Active cas…",PURUSHOTTAM SINGH,NEW DELHI,0,92,2020-05-31 04:49:19
1774,"RT @stpiindia: Using emerging tech-based apps to solve complex problems, especially during a crisis like #COVID19 is now a life-saving oppo…",devesh mishra,,0,120,2020-05-31 04:49:18
1775,"RT @LavekarBharati: Our Volunteers Distributing Essential Grocery Packets &amp; #Sanitary_Pads,to Needy People in #Ward_61 #Versova_Vidhansabha…",Rahulshukl,"Maharashtra, India",0,2,2020-05-31 04:49:07
1776,"RT @stpiindia: #Startups can avert the challenges &amp; warrant resiliency by managing competition, effectively executing the strategy, bringin…",devesh mishra,,0,142,2020-05-31 04:49:00
1777,"RT @PratimaBhoumik: Felicitated the #CoronaWarriors on the occasion of Successful completion of #1YearOfModi2 in Bisalgarh today .

Also th…",Jhantu Sarkar,,0,10,2020-05-31 04:48:58
1778,"#IndiaFightsCorona:

#COVID19 India UPDATE:

?? Total Cases - 182143
??Active Cases - 89995
??Cured/Discharged- 869… https://t.co/tLDboFlwjl",Rakesh Sharma ????,"Jaipur, India",0,0,2020-05-31 04:48:27
1779,"RT @MoHFW_INDIA: #IndiaFightsCorona:

Homemade face cover is good for maintaining personal hygiene. Learn how to make your own face cover.…",Shivani Sharma,"New Delhi, India",0,38,2020-05-31 04:48:20
1780,"RT @MoHFW_INDIA: #IndiaFightsCorona:

Our fight is against #COVID19 not each other.
Let us not discriminate. Together we will fight #COVID1…",Shivani Sharma,"New Delhi, India",0,17,2020-05-31 04:48:18
1781,RT @stpiindia: Kudos to all #ESDM companies are not only donating to the govt. but also rethinking their market to meet the challenges pose…,devesh mishra,,0,133,2020-05-31 04:48:18
1782,"RT @COVIDNewsByMIB: #CoronaVirusUpdates: 

#COVID19 India Tracker
(As on 31 May, 2020, 08:00 AM)

?? Confirmed cases: 182,143
?? Active cas…",Communist Commrade,CCP bastards,0,92,2020-05-31 04:48:04
1783,RT @stpiindia: Intelligent #HMS provided by BPO companies is the need of the hour &amp;an important tool in fighting pandemics like #COVID19.He…,devesh mishra,,0,131,2020-05-31 04:48:04
1784,"RT @COVIDNewsByMIB: #CoronaVirusUpdates: 

#COVID19 India Tracker
(As on 31 May, 2020, 08:00 AM)

?? Confirmed cases: 182,143
?? Active cas…",Avinash Kumar,"Chhattisgarh, India",0,92,2020-05-31 04:47:57
1785,"RT @ugc_india: #UGC requests Universities &amp; Colleges to sympathetically address students’ issue of payment of annual/semester fee, tuition…",suniket saha,"Lucknow, India",0,412,2020-05-31 04:47:47
1786,"RT @BOC_MIB: #IndiaFightsCorona:

#COVID19 India UPDATE:

??Total Cases - 182143
??Active Cases - 89995
??Cured/Discharged- 86983
??Deaths…",ROB Gujarat,"Ahmadabad City, India",0,11,2020-05-31 04:47:40
1787,"RT @COVIDNewsByMIB: #CoronaVirusUpdates: 

#COVID19 India Tracker
(As on 31 May, 2020, 08:00 AM)

?? Confirmed cases: 182,143
?? Active cas…",Shivani Sharma,"New Delhi, India",0,92,2020-05-31 04:47:39
1788,"RT @COVIDNewsByMIB: #CoronaVirusUpdates: 

#COVID19 India Tracker
(As on 31 May, 2020, 08:00 AM)

?? Confirmed cases: 182,143
?? Active cas…",MovieJeek,"Chennai, India",0,92,2020-05-31 04:47:23
1789,"#CoronaVirusUpdates: 

#COVID19 India Tracker
(As on 31 May, 2020, 08:00 AM)

?? Confirmed cases: 182,143
?? Active… https://t.co/pEi5gUredr",PIB in Rajasthan,"Jaipur, Rajasthan",1,1,2020-05-31 04:47:20
